fecha,producto,categoria,cantidad,precio_unitario,total,mes,mes_nombre,dia_semana,trimestre
2023-01-10,Auriculares,Accesorios,4,64.1,256.42,1,January,Tuesday,1
2023-01-10,Monitor,Computadoras,3,256.87,770.61,1,January,Tuesday,1
2023-01-10,Monitor,Computadoras,5,273.48,1367.38,1,January,Tuesday,1
2023-01-10,Router,Redes,3,58.25,174.74,1,January,Tuesday,1
2023-01-10,Teclado,Accesorios,4,47.2,188.79,1,January,Tuesday,1
2023-01-10,Router,Redes,5,51.53,257.64,1,January,Tuesday,1
2023-01-10,USB,Accesorios,1,10.38,10.38,1,January,Tuesday,1
2023-01-10,Laptop,Computadoras,2,866.43,1732.87,1,January,Tuesday,1
2023-01-10,Mouse,Accesorios,1,15.48,15.48,1,January,Tuesday,1
2023-01-10,Auriculares,Accesorios,1,65.46,65.46,1,January,Tuesday,1
2023-01-10,USB,Accesorios,5,10.22,51.12,1,January,Tuesday,1
2023-01-10,USB,Accesorios,3,9.5,28.49,1,January,Tuesday,1
2023-01-10,Teclado,Accesorios,5,41.58,207.91,1,January,Tuesday,1
2023-01-10,Auriculares,Accesorios,1,57.74,57.74,1,January,Tuesday,1
2023-01-10,Monitor,Computadoras,5,248.71,1243.54,1,January,Tuesday,1
2023-01-10,Router,Redes,2,54.91,109.82,1,January,Tuesday,1
2023-01-11,Monitor,Computadoras,1,248.23,248.23,1,January,Wednesday,1
2023-01-11,Auriculares,Accesorios,2,61.39,122.78,1,January,Wednesday,1
2023-01-11,Auriculares,Accesorios,4,54.54,218.17,1,January,Wednesday,1
2023-01-11,Router,Redes,2,59.77,119.54,1,January,Wednesday,1
2023-01-11,Laptop,Computadoras,5,829.43,4147.17,1,January,Wednesday,1
2023-01-11,Disco Duro,Almacenamiento,2,108.64,217.27,1,January,Wednesday,1
2023-01-11,Monitor,Computadoras,4,244.41,977.63,1,January,Wednesday,1
2023-01-11,Laptop,Computadoras,1,849.79,849.79,1,January,Wednesday,1
2023-01-11,Auriculares,Accesorios,4,58.63,234.53,1,January,Wednesday,1
2023-01-11,Laptop,Computadoras,2,753.07,1506.14,1,January,Wednesday,1
2023-01-11,Mouse,Accesorios,5,13.78,68.92,1,January,Wednesday,1
2023-01-12,USB,Accesorios,1,10.31,10.31,1,January,Thursday,1
2023-01-12,Router,Redes,2,49.76,99.51,1,January,Thursday,1
2023-01-12,Mouse,Accesorios,3,14.35,43.04,1,January,Thursday,1
2023-01-12,Monitor,Computadoras,2,259.84,519.67,1,January,Thursday,1
2023-01-12,Disco Duro,Almacenamiento,4,118.03,472.12,1,January,Thursday,1
2023-01-12,Memoria RAM,Componentes,4,84.19,336.78,1,January,Thursday,1
2023-01-12,Memoria RAM,Componentes,3,98.83,296.49,1,January,Thursday,1
2023-01-13,Monitor,Computadoras,2,237.5,475.0,1,January,Friday,1
2023-01-13,Disco Duro,Almacenamiento,5,113.73,568.63,1,January,Friday,1
2023-01-13,USB,Accesorios,5,10.48,52.4,1,January,Friday,1
2023-01-13,Teclado,Accesorios,1,43.9,43.9,1,January,Friday,1
2023-01-13,Laptop,Computadoras,4,852.23,3408.93,1,January,Friday,1
2023-01-13,Webcam,Accesorios,5,86.33,431.64,1,January,Friday,1
2023-01-13,Laptop,Computadoras,4,721.73,2886.94,1,January,Friday,1
2023-01-13,Memoria RAM,Componentes,3,82.64,247.93,1,January,Friday,1
2023-01-13,USB,Accesorios,4,10.9,43.6,1,January,Friday,1
2023-01-13,Monitor,Computadoras,3,249.65,748.95,1,January,Friday,1
2023-01-13,Auriculares,Accesorios,5,57.52,287.59,1,January,Friday,1
2023-01-13,Memoria RAM,Componentes,4,93.11,372.42,1,January,Friday,1
2023-01-13,Monitor,Computadoras,5,264.58,1322.89,1,January,Friday,1
2023-01-13,Memoria RAM,Componentes,5,97.76,488.78,1,January,Friday,1
2023-01-13,Router,Redes,2,54.36,108.71,1,January,Friday,1
2023-01-13,USB,Accesorios,5,9.7,48.51,1,January,Friday,1
2023-01-13,Mouse,Accesorios,4,15.56,62.26,1,January,Friday,1
2023-01-13,Router,Redes,4,59.04,236.14,1,January,Friday,1
2023-01-13,Webcam,Accesorios,5,75.56,377.81,1,January,Friday,1
2023-01-13,Memoria RAM,Componentes,2,97.05,194.11,1,January,Friday,1
2023-01-14,Auriculares,Accesorios,5,55.02,275.09,1,January,Saturday,1
2023-01-14,Teclado,Accesorios,5,43.84,219.18,1,January,Saturday,1
2023-01-14,Monitor,Computadoras,1,272.36,272.36,1,January,Saturday,1
2023-01-14,Memoria RAM,Componentes,5,94.56,472.8,1,January,Saturday,1
2023-01-14,Webcam,Accesorios,4,73.34,293.34,1,January,Saturday,1
2023-01-14,Webcam,Accesorios,3,75.98,227.94,1,January,Saturday,1
2023-01-15,USB,Accesorios,3,9.51,28.52,1,January,Sunday,1
2023-01-15,Mouse,Accesorios,4,15.21,60.86,1,January,Sunday,1
2023-01-15,Monitor,Computadoras,4,263.36,1053.44,1,January,Sunday,1
2023-01-15,Memoria RAM,Componentes,1,93.26,93.26,1,January,Sunday,1
2023-01-15,Memoria RAM,Componentes,4,86.14,344.57,1,January,Sunday,1
2023-01-15,Disco Duro,Almacenamiento,1,113.37,113.37,1,January,Sunday,1
2023-01-15,Webcam,Accesorios,2,72.19,144.39,1,January,Sunday,1
2023-01-16,Auriculares,Accesorios,5,65.92,329.58,1,January,Monday,1
2023-01-16,Auriculares,Accesorios,4,60.65,242.59,1,January,Monday,1
2023-01-16,Monitor,Computadoras,1,251.15,251.15,1,January,Monday,1
2023-01-16,Memoria RAM,Componentes,1,93.52,93.52,1,January,Monday,1
2023-01-16,Laptop,Computadoras,5,831.51,4157.54,1,January,Monday,1
2023-01-16,Teclado,Accesorios,1,48.74,48.74,1,January,Monday,1
2023-01-16,Router,Redes,4,50.67,202.7,1,January,Monday,1
2023-01-16,Auriculares,Accesorios,2,56.26,112.51,1,January,Monday,1
2023-01-16,Router,Redes,2,52.02,104.05,1,January,Monday,1
2023-01-16,Auriculares,Accesorios,1,57.12,57.12,1,January,Monday,1
2023-01-16,Webcam,Accesorios,1,76.48,76.48,1,January,Monday,1
2023-01-16,Auriculares,Accesorios,4,61.23,244.93,1,January,Monday,1
2023-01-16,Teclado,Accesorios,5,48.96,244.82,1,January,Monday,1
2023-01-16,Teclado,Accesorios,5,46.02,230.1,1,January,Monday,1
2023-01-16,Mouse,Accesorios,2,16.3,32.6,1,January,Monday,1
2023-01-16,Mouse,Accesorios,3,13.64,40.91,1,January,Monday,1
2023-01-16,USB,Accesorios,1,10.56,10.56,1,January,Monday,1
2023-01-16,Mouse,Accesorios,1,14.63,14.63,1,January,Monday,1
2023-01-16,Router,Redes,1,60.17,60.17,1,January,Monday,1
2023-01-16,Laptop,Computadoras,5,730.16,3650.81,1,January,Monday,1
2023-01-17,Teclado,Accesorios,1,40.62,40.62,1,January,Tuesday,1
2023-01-17,USB,Accesorios,4,10.63,42.5,1,January,Tuesday,1
2023-01-17,Auriculares,Accesorios,3,60.67,182.0,1,January,Tuesday,1
2023-01-17,Auriculares,Accesorios,5,65.34,326.69,1,January,Tuesday,1
2023-01-17,Router,Redes,3,52.22,156.66,1,January,Tuesday,1
2023-01-17,Memoria RAM,Componentes,1,98.17,98.17,1,January,Tuesday,1
2023-01-17,Monitor,Computadoras,1,258.59,258.59,1,January,Tuesday,1
2023-01-17,Mouse,Accesorios,4,14.31,57.22,1,January,Tuesday,1
2023-01-17,USB,Accesorios,2,10.0,19.99,1,January,Tuesday,1
2023-01-17,Webcam,Accesorios,3,80.32,240.97,1,January,Tuesday,1
2023-01-17,Laptop,Computadoras,4,809.75,3239.0,1,January,Tuesday,1
2023-01-17,Memoria RAM,Componentes,1,83.41,83.41,1,January,Tuesday,1
2023-01-17,USB,Accesorios,5,10.24,51.2,1,January,Tuesday,1
2023-01-18,Teclado,Accesorios,4,49.32,197.3,1,January,Wednesday,1
2023-01-18,Mouse,Accesorios,2,15.41,30.82,1,January,Wednesday,1
2023-01-18,Teclado,Accesorios,2,43.63,87.27,1,January,Wednesday,1
2023-01-18,Webcam,Accesorios,1,84.54,84.54,1,January,Wednesday,1
2023-01-18,USB,Accesorios,2,10.72,21.45,1,January,Wednesday,1
2023-01-18,Auriculares,Accesorios,5,55.76,278.82,1,January,Wednesday,1
2023-01-19,Laptop,Computadoras,2,843.03,1686.05,1,January,Thursday,1
2023-01-19,Monitor,Computadoras,5,274.0,1370.01,1,January,Thursday,1
2023-01-19,Auriculares,Accesorios,2,57.95,115.89,1,January,Thursday,1
2023-01-19,Teclado,Accesorios,1,44.64,44.64,1,January,Thursday,1
2023-01-19,Webcam,Accesorios,4,74.91,299.64,1,January,Thursday,1
2023-01-19,Disco Duro,Almacenamiento,1,129.52,129.52,1,January,Thursday,1
2023-01-19,Teclado,Accesorios,3,46.51,139.52,1,January,Thursday,1
2023-01-19,Mouse,Accesorios,5,14.08,70.38,1,January,Thursday,1
2023-01-19,Teclado,Accesorios,5,42.02,210.1,1,January,Thursday,1
2023-01-19,Router,Redes,5,49.85,249.25,1,January,Thursday,1
2023-01-19,Webcam,Accesorios,1,80.55,80.55,1,January,Thursday,1
2023-01-19,Router,Redes,2,50.92,101.83,1,January,Thursday,1
2023-01-20,Memoria RAM,Componentes,2,95.39,190.78,1,January,Friday,1
2023-01-20,Memoria RAM,Componentes,3,97.58,292.73,1,January,Friday,1
2023-01-20,Laptop,Computadoras,2,858.93,1717.86,1,January,Friday,1
2023-01-20,Disco Duro,Almacenamiento,1,122.33,122.33,1,January,Friday,1
2023-01-20,Monitor,Computadoras,2,263.0,526.0,1,January,Friday,1
2023-01-20,Disco Duro,Almacenamiento,2,125.94,251.88,1,January,Friday,1
2023-01-20,Disco Duro,Almacenamiento,3,125.12,375.36,1,January,Friday,1
2023-01-20,USB,Accesorios,3,10.06,30.19,1,January,Friday,1
2023-01-20,Mouse,Accesorios,2,14.56,29.12,1,January,Friday,1
2023-01-20,Teclado,Accesorios,1,47.14,47.14,1,January,Friday,1
2023-01-20,Router,Redes,1,58.75,58.75,1,January,Friday,1
2023-01-20,Webcam,Accesorios,2,80.57,161.13,1,January,Friday,1
2023-01-20,Memoria RAM,Componentes,1,87.17,87.17,1,January,Friday,1
2023-01-20,Memoria RAM,Componentes,4,87.39,349.57,1,January,Friday,1
2023-01-21,Mouse,Accesorios,4,15.11,60.45,1,January,Saturday,1
2023-01-21,Mouse,Accesorios,1,15.19,15.19,1,January,Saturday,1
2023-01-21,Router,Redes,1,53.21,53.21,1,January,Saturday,1
2023-01-21,Monitor,Computadoras,2,255.38,510.76,1,January,Saturday,1
2023-01-21,Disco Duro,Almacenamiento,3,131.68,395.03,1,January,Saturday,1
2023-01-21,Auriculares,Accesorios,1,56.85,56.85,1,January,Saturday,1
2023-01-21,Webcam,Accesorios,5,74.45,372.23,1,January,Saturday,1
2023-01-21,USB,Accesorios,4,10.7,42.81,1,January,Saturday,1
2023-01-21,Disco Duro,Almacenamiento,1,109.93,109.93,1,January,Saturday,1
2023-01-21,Teclado,Accesorios,5,49.34,246.71,1,January,Saturday,1
2023-01-21,Webcam,Accesorios,2,81.22,162.43,1,January,Saturday,1
2023-01-21,Monitor,Computadoras,1,249.54,249.54,1,January,Saturday,1
2023-01-21,Webcam,Accesorios,3,85.13,255.4,1,January,Saturday,1
2023-01-22,Disco Duro,Almacenamiento,2,114.72,229.44,1,January,Sunday,1
2023-01-22,Auriculares,Accesorios,2,57.88,115.77,1,January,Sunday,1
2023-01-22,Teclado,Accesorios,4,45.07,180.27,1,January,Sunday,1
2023-01-22,Laptop,Computadoras,4,738.37,2953.5,1,January,Sunday,1
2023-01-22,Router,Redes,5,55.07,275.34,1,January,Sunday,1
2023-01-22,Monitor,Computadoras,5,251.63,1258.15,1,January,Sunday,1
2023-01-23,Webcam,Accesorios,2,79.27,158.54,1,January,Monday,1
2023-01-23,Auriculares,Accesorios,2,65.88,131.76,1,January,Monday,1
2023-01-23,Disco Duro,Almacenamiento,2,110.11,220.22,1,January,Monday,1
2023-01-23,Auriculares,Accesorios,1,63.12,63.12,1,January,Monday,1
2023-01-23,Disco Duro,Almacenamiento,3,116.37,349.12,1,January,Monday,1
2023-01-24,Auriculares,Accesorios,4,65.58,262.32,1,January,Tuesday,1
2023-01-24,Auriculares,Accesorios,3,65.26,195.78,1,January,Tuesday,1
2023-01-24,Teclado,Accesorios,3,48.84,146.51,1,January,Tuesday,1
2023-01-24,Webcam,Accesorios,4,85.47,341.88,1,January,Tuesday,1
2023-01-24,Disco Duro,Almacenamiento,3,127.09,381.26,1,January,Tuesday,1
2023-01-25,Teclado,Accesorios,5,42.18,210.89,1,January,Wednesday,1
2023-01-25,Teclado,Accesorios,3,46.2,138.61,1,January,Wednesday,1
2023-01-25,Monitor,Computadoras,1,268.86,268.86,1,January,Wednesday,1
2023-01-25,Memoria RAM,Componentes,2,95.7,191.4,1,January,Wednesday,1
2023-01-25,USB,Accesorios,3,10.25,30.74,1,January,Wednesday,1
2023-01-25,Laptop,Computadoras,1,757.15,757.15,1,January,Wednesday,1
2023-01-25,Laptop,Computadoras,2,806.97,1613.94,1,January,Wednesday,1
2023-01-25,Disco Duro,Almacenamiento,3,121.03,363.09,1,January,Wednesday,1
2023-01-25,Webcam,Accesorios,3,82.04,246.13,1,January,Wednesday,1
2023-01-25,Disco Duro,Almacenamiento,2,111.34,222.69,1,January,Wednesday,1
2023-01-25,Laptop,Computadoras,4,838.63,3354.53,1,January,Wednesday,1
2023-01-25,Monitor,Computadoras,5,232.58,1162.92,1,January,Wednesday,1
2023-01-25,Laptop,Computadoras,5,759.76,3798.79,1,January,Wednesday,1
2023-01-25,USB,Accesorios,1,9.07,9.07,1,January,Wednesday,1
2023-01-25,Webcam,Accesorios,2,84.2,168.4,1,January,Wednesday,1
2023-01-25,Router,Redes,1,50.63,50.63,1,January,Wednesday,1
2023-01-25,Monitor,Computadoras,5,231.37,1156.87,1,January,Wednesday,1
2023-01-25,Disco Duro,Almacenamiento,5,120.96,604.78,1,January,Wednesday,1
2023-01-26,Monitor,Computadoras,4,263.59,1054.38,1,January,Thursday,1
2023-01-26,Teclado,Accesorios,3,45.59,136.77,1,January,Thursday,1
2023-01-26,Router,Redes,3,56.09,168.27,1,January,Thursday,1
2023-01-26,Monitor,Computadoras,3,272.95,818.86,1,January,Thursday,1
2023-01-26,Disco Duro,Almacenamiento,2,130.73,261.47,1,January,Thursday,1
2023-01-26,Router,Redes,5,51.03,255.15,1,January,Thursday,1
2023-01-26,Mouse,Accesorios,1,14.27,14.27,1,January,Thursday,1
2023-01-26,Disco Duro,Almacenamiento,4,122.23,488.92,1,January,Thursday,1
2023-01-26,Monitor,Computadoras,4,264.5,1058.02,1,January,Thursday,1
2023-01-26,Auriculares,Accesorios,2,63.25,126.51,1,January,Thursday,1
2023-01-26,Router,Redes,1,54.17,54.17,1,January,Thursday,1
2023-01-26,Disco Duro,Almacenamiento,1,130.21,130.21,1,January,Thursday,1
2023-01-26,USB,Accesorios,1,9.23,9.23,1,January,Thursday,1
2023-01-26,Auriculares,Accesorios,2,64.07,128.13,1,January,Thursday,1
2023-01-26,Webcam,Accesorios,1,77.31,77.31,1,January,Thursday,1
2023-01-26,Webcam,Accesorios,3,81.46,244.38,1,January,Thursday,1
2023-01-26,Auriculares,Accesorios,1,62.93,62.93,1,January,Thursday,1
2023-01-27,Monitor,Computadoras,1,225.23,225.23,1,January,Friday,1
2023-01-27,Memoria RAM,Componentes,3,88.17,264.5,1,January,Friday,1
2023-01-27,Memoria RAM,Componentes,2,97.56,195.11,1,January,Friday,1
2023-01-27,Mouse,Accesorios,2,14.94,29.89,1,January,Friday,1
2023-01-27,Laptop,Computadoras,3,725.26,2175.77,1,January,Friday,1
2023-01-27,Teclado,Accesorios,1,44.99,44.99,1,January,Friday,1
2023-01-27,Webcam,Accesorios,5,86.64,433.19,1,January,Friday,1
2023-01-27,Laptop,Computadoras,5,812.89,4064.47,1,January,Friday,1
2023-01-27,Webcam,Accesorios,2,72.21,144.42,1,January,Friday,1
2023-01-27,Auriculares,Accesorios,1,56.14,56.14,1,January,Friday,1
2023-01-27,Monitor,Computadoras,1,232.43,232.43,1,January,Friday,1
2023-01-27,Webcam,Accesorios,4,80.56,322.24,1,January,Friday,1
2023-01-27,Disco Duro,Almacenamiento,1,115.19,115.19,1,January,Friday,1
2023-01-27,USB,Accesorios,3,9.42,28.26,1,January,Friday,1
2023-01-28,Laptop,Computadoras,5,780.44,3902.18,1,January,Saturday,1
2023-01-28,Disco Duro,Almacenamiento,3,109.58,328.73,1,January,Saturday,1
2023-01-28,Teclado,Accesorios,2,45.22,90.44,1,January,Saturday,1
2023-01-28,Laptop,Computadoras,2,799.52,1599.04,1,January,Saturday,1
2023-01-28,Teclado,Accesorios,4,42.14,168.55,1,January,Saturday,1
2023-01-28,USB,Accesorios,3,9.75,29.24,1,January,Saturday,1
2023-01-28,Router,Redes,3,56.58,169.75,1,January,Saturday,1
2023-01-29,Laptop,Computadoras,4,854.37,3417.46,1,January,Sunday,1
2023-01-29,USB,Accesorios,5,9.82,49.08,1,January,Sunday,1
2023-01-29,Memoria RAM,Componentes,3,85.16,255.48,1,January,Sunday,1
2023-01-29,Disco Duro,Almacenamiento,1,127.2,127.2,1,January,Sunday,1
2023-01-29,Teclado,Accesorios,3,46.37,139.12,1,January,Sunday,1
2023-01-29,Disco Duro,Almacenamiento,2,127.33,254.66,1,January,Sunday,1
2023-01-29,Disco Duro,Almacenamiento,3,131.1,393.31,1,January,Sunday,1
2023-01-29,Monitor,Computadoras,5,232.05,1160.27,1,January,Sunday,1
2023-01-29,USB,Accesorios,2,9.03,18.05,1,January,Sunday,1
2023-01-29,USB,Accesorios,1,9.42,9.42,1,January,Sunday,1
2023-01-29,Teclado,Accesorios,5,48.39,241.94,1,January,Sunday,1
2023-01-29,Mouse,Accesorios,2,16.23,32.46,1,January,Sunday,1
2023-01-29,Auriculares,Accesorios,4,58.03,232.12,1,January,Sunday,1
2023-01-29,Mouse,Accesorios,3,15.27,45.81,1,January,Sunday,1
2023-01-29,Monitor,Computadoras,5,242.26,1211.3,1,January,Sunday,1
2023-01-29,Memoria RAM,Componentes,2,96.5,193.0,1,January,Sunday,1
2023-01-30,Monitor,Computadoras,2,263.18,526.36,1,January,Monday,1
2023-01-30,Disco Duro,Almacenamiento,1,128.84,128.84,1,January,Monday,1
2023-01-30,Disco Duro,Almacenamiento,3,129.47,388.41,1,January,Monday,1
2023-01-30,Laptop,Computadoras,2,723.6,1447.19,1,January,Monday,1
2023-01-30,Memoria RAM,Componentes,2,92.4,184.81,1,January,Monday,1
2023-01-30,USB,Accesorios,1,9.28,9.28,1,January,Monday,1
2023-01-30,Monitor,Computadoras,2,251.28,502.57,1,January,Monday,1
2023-01-31,Mouse,Accesorios,5,13.56,67.78,1,January,Tuesday,1
2023-01-31,Mouse,Accesorios,5,15.95,79.73,1,January,Tuesday,1
